Date;Time;Temperature (C);Humidity (%)
02.09.2024;09:33:30;21.5;66.3
02.09.2024;09:33:35;21.2;67.6
02.09.2024;09:33:40;21.3;67.5
02.09.2024;09:33:45;21.3;67.3
02.09.2024;09:33:50;21.3;66.7
02.09.2024;09:33:55;21.3;66.8
02.09.2024;09:34:00;21.3;68.1
02.09.2024;09:34:05;21.3;69.7
02.09.2024;09:34:10;21.3;70.1
02.09.2024;09:34:15;21.3;69.3
02.09.2024;09:34:20;21.3;69.4
02.09.2024;09:34:25;21.4;72.1
02.09.2024;09:34:30;21.7;74.7
02.09.2024;09:34:35;21.9;74.6
02.09.2024;09:34:40;22.0;71.7
02.09.2024;09:34:45;22.1;75.0
02.09.2024;09:34:50;22.2;78.9
02.09.2024;09:34:55;22.3;78.5
02.09.2024;09:35:00;22.4;73.9
02.09.2024;09:35:05;22.4;72.8
02.09.2024;09:35:10;22.5;72.8
02.09.2024;09:35:15;22.6;72.5
02.09.2024;09:35:20;22.7;69.2
02.09.2024;09:35:25;22.8;66.9
02.09.2024;09:35:30;22.8;65.4
02.09.2024;09:35:35;22.8;64.4
02.09.2024;09:35:40;22.8;63.6
02.09.2024;09:35:45;22.8;64.0
02.09.2024;09:35:50;22.7;64.1
02.09.2024;09:35:55;22.7;64.1
02.09.2024;09:36:00;22.7;63.7
02.09.2024;09:36:05;22.7;63.4
02.09.2024;09:36:10;22.7;63.2
02.09.2024;09:36:15;22.7;62.9
02.09.2024;09:36:20;22.6;62.3
02.09.2024;09:36:25;22.6;62.1
02.09.2024;09:36:30;22.6;62.0
02.09.2024;09:36:35;22.6;62.1
02.09.2024;09:36:40;22.6;62.1
02.09.2024;09:36:45;22.6;62.0
02.09.2024;09:36:50;22.5;61.9
02.09.2024;09:36:55;22.6;61.8
02.09.2024;09:37:00;22.5;61.9
02.09.2024;09:37:05;22.6;62.3
02.09.2024;09:37:10;22.5;62.5
02.09.2024;09:37:15;22.5;62.1
02.09.2024;09:37:20;22.5;61.6
02.09.2024;09:37:25;22.5;61.5
02.09.2024;09:37:30;22.5;61.4
02.09.2024;09:37:35;22.5;61.2
02.09.2024;09:37:40;22.5;61.0
02.09.2024;09:37:45;22.5;60.9
02.09.2024;09:37:50;22.5;61.0
02.09.2024;09:37:55;22.4;60.9
02.09.2024;09:38:00;22.4;61.5
02.09.2024;09:38:05;22.4;61.4
02.09.2024;09:38:10;22.4;61.2
02.09.2024;09:38:15;22.4;61.1
02.09.2024;09:38:20;22.4;61.9
02.09.2024;09:38:25;22.4;62.1
02.09.2024;09:38:30;22.4;62.4
02.09.2024;09:38:35;22.4;62.3
02.09.2024;09:38:40;22.4;61.9
02.09.2024;09:38:45;22.3;61.4
02.09.2024;09:38:50;22.3;61.2
02.09.2024;09:38:55;22.3;61.1
02.09.2024;09:39:00;22.3;65.8
02.09.2024;09:39:05;22.4;72.6
02.09.2024;09:39:10;22.4;70.4
02.09.2024;09:39:15;22.5;67.8
02.09.2024;09:39:20;22.4;63.2
02.09.2024;09:39:25;22.4;61.3
02.09.2024;09:39:30;22.2;60.0
02.09.2024;09:39:35;22.1;59.4
02.09.2024;09:39:40;22.0;59.1
02.09.2024;09:39:45;21.9;58.8
02.09.2024;09:39:50;21.7;58.7
02.09.2024;09:39:55;21.6;58.6
02.09.2024;09:40:00;21.5;58.6
02.09.2024;09:40:05;21.4;58.8
02.09.2024;09:40:10;21.2;59.0
02.09.2024;09:40:15;21.1;59.2
02.09.2024;09:40:20;21.0;59.6
02.09.2024;09:40:25;20.8;59.9
02.09.2024;09:40:30;20.7;60.1
02.09.2024;09:40:35;20.7;60.5
02.09.2024;09:40:40;20.6;60.7
02.09.2024;09:40:45;20.5;61.0
02.09.2024;09:40:50;20.4;61.2
02.09.2024;09:40:55;20.3;61.4
02.09.2024;09:41:00;20.2;61.6
02.09.2024;09:41:05;20.0;61.9
02.09.2024;09:41:10;20.0;62.2
02.09.2024;09:41:15;19.9;62.4
02.09.2024;09:41:20;19.8;62.8
02.09.2024;09:41:25;19.6;63.0
02.09.2024;09:41:30;19.5;63.2
02.09.2024;09:41:35;19.4;63.5
02.09.2024;09:41:40;19.3;63.8
02.09.2024;09:41:45;19.3;64.1
02.09.2024;09:41:50;19.2;64.4
02.09.2024;09:41:55;19.1;64.7
02.09.2024;09:42:00;19.0;65.0
02.09.2024;09:42:05;19.0;65.3
02.09.2024;09:42:10;18.9;65.5
02.09.2024;09:42:15;18.9;65.8
02.09.2024;09:42:20;18.8;66.1
02.09.2024;09:42:25;18.8;66.3
02.09.2024;09:42:30;18.7;66.6
02.09.2024;09:42:35;18.6;66.8
02.09.2024;09:42:40;18.6;67.1
02.09.2024;09:42:45;18.5;67.3
02.09.2024;09:42:50;18.4;67.6
02.09.2024;09:42:55;18.3;67.9
02.09.2024;09:43:00;18.3;68.0
02.09.2024;09:43:05;18.3;68.1
02.09.2024;09:43:10;18.2;68.2
02.09.2024;09:43:15;18.1;68.3
02.09.2024;09:43:20;18.0;68.6
02.09.2024;09:43:25;18.0;68.8
02.09.2024;09:43:30;17.9;69.0
02.09.2024;09:43:35;17.9;69.2
02.09.2024;09:43:40;17.8;69.4
02.09.2024;09:43:45;17.8;69.6
02.09.2024;09:43:50;17.7;69.7
02.09.2024;09:43:55;17.7;69.9
02.09.2024;09:44:00;17.7;70.2
02.09.2024;09:44:05;17.6;70.4
02.09.2024;09:44:10;17.6;70.7
02.09.2024;09:44:15;17.5;70.9
02.09.2024;09:44:20;17.6;71.2
02.09.2024;09:44:25;17.5;71.3
02.09.2024;09:44:30;17.5;71.6
02.09.2024;09:44:35;17.5;71.8
02.09.2024;09:44:40;17.4;71.9
02.09.2024;09:44:45;17.4;72.1
02.09.2024;09:44:50;17.4;72.3
02.09.2024;09:44:55;17.3;72.5
02.09.2024;09:45:00;17.2;72.7
02.09.2024;09:45:05;17.2;72.7
02.09.2024;09:45:10;17.2;72.9
02.09.2024;09:45:15;17.2;73.1
02.09.2024;09:45:20;17.1;73.3
02.09.2024;09:45:25;17.1;73.5
02.09.2024;09:45:30;17.1;73.7
02.09.2024;09:45:35;17.1;73.8
02.09.2024;09:45:40;17.0;73.9
02.09.2024;09:45:45;17.0;74.1
02.09.2024;09:45:50;17.0;74.3
02.09.2024;09:45:55;17.0;74.5
02.09.2024;09:46:00;17.0;74.7
02.09.2024;09:46:05;16.9;74.8
02.09.2024;09:46:10;16.9;74.9
02.09.2024;09:46:15;16.8;75.1
02.09.2024;09:46:20;16.8;75.2
02.09.2024;09:46:25;16.8;75.2
02.09.2024;09:46:30;16.7;75.1
02.09.2024;09:46:35;16.7;75.1
02.09.2024;09:46:40;16.6;75.1
02.09.2024;09:46:45;16.6;75.1
02.09.2024;09:46:50;16.5;75.0
02.09.2024;09:46:55;16.5;75.0
02.09.2024;09:47:00;16.5;75.0
02.09.2024;09:47:05;16.4;74.9
02.09.2024;09:47:10;16.4;74.9
02.09.2024;09:47:15;16.4;74.9
02.09.2024;09:47:20;16.3;74.9
02.09.2024;09:47:25;16.3;74.8
02.09.2024;09:47:30;16.3;74.9
02.09.2024;09:47:35;16.2;74.8
02.09.2024;09:47:40;16.2;74.9
02.09.2024;09:47:45;16.2;74.9
02.09.2024;09:47:50;16.2;74.9
02.09.2024;09:47:55;16.1;74.8
02.09.2024;09:48:00;16.1;75.0
02.09.2024;09:48:05;16.1;75.0
02.09.2024;09:48:10;16.1;75.1
02.09.2024;09:48:15;16.0;75.0
02.09.2024;09:48:20;16.0;75.0
02.09.2024;09:48:25;16.0;75.1
02.09.2024;09:48:30;15.9;75.0
02.09.2024;09:48:35;15.9;75.1
02.09.2024;09:48:40;15.9;75.0
02.09.2024;09:48:45;15.9;75.0
02.09.2024;09:48:50;15.9;75.0
02.09.2024;09:48:55;15.8;74.9
02.09.2024;09:49:00;15.7;74.9
02.09.2024;09:49:05;15.7;75.0
02.09.2024;09:49:10;15.7;75.0
02.09.2024;09:49:15;15.7;75.1
02.09.2024;09:49:20;15.7;75.2
02.09.2024;09:49:25;15.6;75.3
02.09.2024;09:49:30;15.6;75.4
02.09.2024;09:49:35;15.6;75.5
02.09.2024;09:49:40;15.6;75.7
02.09.2024;09:49:45;15.6;75.9
02.09.2024;09:49:50;15.5;76.0
02.09.2024;09:49:55;15.5;76.1
02.09.2024;09:50:00;15.5;76.2
02.09.2024;09:50:05;15.5;76.3
02.09.2024;09:50:10;15.5;76.5
02.09.2024;09:50:15;15.4;76.5
02.09.2024;09:50:20;15.4;76.6
02.09.2024;09:50:25;15.4;76.7
02.09.2024;09:50:30;15.4;76.8
02.09.2024;09:50:35;15.3;76.7
02.09.2024;09:50:40;15.3;76.7
02.09.2024;09:50:45;15.3;76.6
02.09.2024;09:50:50;15.3;76.6
02.09.2024;09:50:55;15.3;76.6
02.09.2024;09:51:00;15.3;76.6
02.09.2024;09:51:05;15.2;76.5
02.09.2024;09:51:10;15.2;76.5
02.09.2024;09:51:15;15.2;76.5
02.09.2024;09:51:20;15.2;76.5
02.09.2024;09:51:25;15.1;76.4
02.09.2024;09:51:30;15.1;76.3
02.09.2024;09:51:35;15.1;76.3
02.09.2024;09:51:40;15.1;76.4
02.09.2024;09:51:45;15.1;76.2
02.09.2024;09:51:50;15.1;76.2
02.09.2024;09:51:55;15.0;76.1
02.09.2024;09:52:00;15.1;76.1
02.09.2024;09:52:05;15.0;76.0
02.09.2024;09:52:10;15.0;76.0
02.09.2024;09:52:15;15.0;75.9
02.09.2024;09:52:20;15.0;75.8
02.09.2024;09:52:25;15.0;75.8
02.09.2024;09:52:30;14.9;75.7
02.09.2024;09:52:35;14.9;75.7
02.09.2024;09:52:40;14.9;75.7
02.09.2024;09:52:45;14.9;75.7
02.09.2024;09:52:50;14.9;75.6
02.09.2024;09:52:55;14.9;75.5
02.09.2024;09:53:00;14.8;75.4
02.09.2024;09:53:05;14.8;75.4
02.09.2024;09:53:10;14.8;75.4
02.09.2024;09:53:15;14.8;75.5
02.09.2024;09:53:20;14.8;75.5
02.09.2024;09:53:25;14.8;75.4
02.09.2024;09:53:30;14.8;75.5
02.09.2024;09:53:35;14.8;75.5
02.09.2024;09:53:40;14.8;75.5
02.09.2024;09:53:45;14.8;75.4
02.09.2024;09:53:50;14.8;75.4
02.09.2024;09:53:55;14.8;75.4
02.09.2024;09:54:00;14.8;75.3
02.09.2024;09:54:05;14.7;75.2
02.09.2024;09:54:10;14.7;75.2
02.09.2024;09:54:15;14.7;75.1
02.09.2024;09:54:20;14.6;75.1
02.09.2024;09:54:25;14.6;75.1
02.09.2024;09:54:30;14.6;75.1
02.09.2024;09:54:35;14.6;75.0
02.09.2024;09:54:40;14.6;75.0
02.09.2024;09:54:45;14.6;75.0
02.09.2024;09:54:50;14.6;75.1
02.09.2024;09:54:55;14.6;75.1
02.09.2024;09:55:00;14.5;75.1
02.09.2024;09:55:05;14.6;75.3
02.09.2024;09:55:10;14.6;75.4
02.09.2024;09:55:15;14.5;75.4
02.09.2024;09:55:20;14.5;75.5
02.09.2024;09:55:25;14.5;75.6
02.09.2024;09:55:30;14.5;75.7
02.09.2024;09:55:35;14.5;75.9
02.09.2024;09:55:40;14.5;76.1
02.09.2024;09:55:45;14.5;76.3
02.09.2024;09:55:50;14.4;76.4
02.09.2024;09:55:55;14.5;76.5
02.09.2024;09:56:00;14.4;76.7
02.09.2024;09:56:05;14.4;76.9
02.09.2024;09:56:10;14.4;77.1
02.09.2024;09:56:15;14.4;77.3
02.09.2024;09:56:20;14.4;77.5
02.09.2024;09:56:25;14.4;77.7
02.09.2024;09:56:30;14.4;77.9
02.09.2024;09:56:35;14.4;78.1
02.09.2024;09:56:40;14.4;78.2
02.09.2024;09:56:45;14.4;78.4
02.09.2024;09:56:50;14.3;78.6
02.09.2024;09:56:55;14.3;78.8
02.09.2024;09:57:00;14.3;79.0
02.09.2024;09:57:05;14.3;79.1
02.09.2024;09:57:10;14.3;79.3
02.09.2024;09:57:15;14.3;79.4
02.09.2024;09:57:20;14.3;79.5
02.09.2024;09:57:25;14.3;79.7
02.09.2024;09:57:30;14.3;79.7
02.09.2024;09:57:35;14.3;79.8
02.09.2024;09:57:40;14.3;79.7
02.09.2024;09:57:45;14.3;79.7
02.09.2024;09:57:50;14.3;79.6
02.09.2024;09:57:55;14.3;79.5
02.09.2024;09:58:00;14.3;79.4
02.09.2024;09:58:05;14.2;79.3
02.09.2024;09:58:10;14.2;79.2
02.09.2024;09:58:15;14.2;79.2
02.09.2024;09:58:20;14.2;79.1
02.09.2024;09:58:25;14.2;79.0
02.09.2024;09:58:30;14.2;78.9
02.09.2024;09:58:35;14.2;78.9
02.09.2024;09:58:40;14.2;78.8
02.09.2024;09:58:45;14.2;78.7
02.09.2024;09:58:50;14.2;78.6
02.09.2024;09:58:55;14.2;78.5
02.09.2024;09:59:00;14.2;78.4
02.09.2024;09:59:05;14.2;78.3
02.09.2024;09:59:10;14.2;78.3
02.09.2024;09:59:15;14.1;78.1
02.09.2024;09:59:20;14.2;78.1
02.09.2024;09:59:25;14.1;78.1
02.09.2024;09:59:30;14.2;78.1
02.09.2024;09:59:35;14.1;78.0
02.09.2024;09:59:40;14.1;77.9
02.09.2024;09:59:45;14.1;77.8
02.09.2024;09:59:50;14.1;77.7
02.09.2024;09:59:55;14.1;77.7
02.09.2024;10:00:00;14.0;77.5
02.09.2024;10:00:05;14.0;77.5
02.09.2024;10:00:10;14.1;77.6
02.09.2024;10:00:15;14.1;77.5
02.09.2024;10:00:20;14.1;77.4
02.09.2024;10:00:25;14.1;77.4
02.09.2024;10:00:30;14.0;77.3
02.09.2024;10:00:35;14.0;77.2
02.09.2024;10:00:40;14.0;77.2
02.09.2024;10:00:45;14.0;77.1
02.09.2024;10:00:50;14.0;77.0
02.09.2024;10:00:55;14.0;77.0
02.09.2024;10:01:00;14.0;76.9
02.09.2024;10:01:05;13.9;76.9
02.09.2024;10:01:10;14.0;76.9
02.09.2024;10:01:15;13.9;76.8
02.09.2024;10:01:20;13.9;76.7
02.09.2024;10:01:25;14.0;76.7
02.09.2024;10:01:30;13.9;76.7
02.09.2024;10:01:35;13.9;76.7
02.09.2024;10:01:40;13.9;76.6
02.09.2024;10:01:45;13.9;76.5
02.09.2024;10:01:50;13.9;76.4
02.09.2024;10:01:55;13.9;76.3
02.09.2024;10:02:00;13.9;76.2
02.09.2024;10:02:05;13.9;76.2
02.09.2024;10:02:10;13.8;76.1
02.09.2024;10:02:15;13.9;76.2
02.09.2024;10:02:20;13.8;76.1
02.09.2024;10:02:25;13.8;76.1
02.09.2024;10:02:30;13.8;76.1
02.09.2024;10:02:35;13.8;76.0
02.09.2024;10:02:40;13.8;75.9
02.09.2024;10:02:45;13.8;75.9
02.09.2024;10:02:50;13.8;75.9
02.09.2024;10:02:55;13.8;75.8
02.09.2024;10:03:00;13.7;75.7
02.09.2024;10:03:05;13.8;75.7
02.09.2024;10:03:10;13.7;75.7
02.09.2024;10:03:15;13.7;75.7
02.09.2024;10:03:20;13.7;75.6
02.09.2024;10:03:25;13.7;75.6
02.09.2024;10:03:30;13.7;75.6
02.09.2024;10:03:35;13.7;75.5
02.09.2024;10:03:40;13.7;75.5
02.09.2024;10:03:45;13.7;75.4
02.09.2024;10:03:50;13.7;75.4
02.09.2024;10:03:55;13.7;75.3
02.09.2024;10:04:00;13.7;75.3
02.09.2024;10:04:05;13.7;75.2
02.09.2024;10:04:10;13.7;75.2
02.09.2024;10:04:15;13.7;75.1
02.09.2024;10:04:20;13.7;75.1
02.09.2024;10:04:25;13.7;75.0
02.09.2024;10:04:30;13.7;74.9
02.09.2024;10:04:35;13.7;74.8
02.09.2024;10:04:40;13.7;74.7
02.09.2024;10:04:45;13.7;74.7
02.09.2024;10:04:50;13.7;74.7
02.09.2024;10:04:55;13.7;74.8
02.09.2024;10:05:00;13.7;74.8
02.09.2024;10:05:05;13.7;74.8
02.09.2024;10:05:10;13.6;74.9
02.09.2024;10:05:15;13.7;75.0
