Date;Time;Temperature (C);Humidity (%)
09.09.2024;14:00:00;12.0;83.4
09.09.2024;14:00:05;11.4;84.9
09.09.2024;14:00:10;11.4;84.8
09.09.2024;14:00:15;11.4;84.9
09.09.2024;14:00:20;11.4;84.7
09.09.2024;14:00:25;11.4;85.8
09.09.2024;14:00:30;11.4;85.1
09.09.2024;14:00:35;11.4;84.5
09.09.2024;14:00:40;11.4;83.9
09.09.2024;14:00:45;11.4;84.3
09.09.2024;14:00:50;11.4;83.4
09.09.2024;14:00:55;11.4;83.0
09.09.2024;14:01:00;11.4;82.5
09.09.2024;14:01:05;11.4;82.6
09.09.2024;14:01:10;11.4;81.8
09.09.2024;14:01:15;11.4;81.5
09.09.2024;14:01:20;11.4;81.2
09.09.2024;14:01:25;11.4;80.9
09.09.2024;14:01:30;11.4;80.6
09.09.2024;14:01:35;11.4;80.0
09.09.2024;14:01:40;11.4;79.7
09.09.2024;14:01:45;11.4;79.5
09.09.2024;14:01:50;11.4;79.4
09.09.2024;14:01:55;11.4;79.1
09.09.2024;14:02:00;11.3;79.0
09.09.2024;14:02:05;11.3;78.8
09.09.2024;14:02:10;11.3;78.7
09.09.2024;14:02:15;11.3;78.4
09.09.2024;14:02:20;11.3;78.3
09.09.2024;14:02:25;11.3;78.1
09.09.2024;14:02:30;11.3;77.9
09.09.2024;14:02:35;11.3;77.6
09.09.2024;14:02:40;11.3;77.3
09.09.2024;14:02:45;11.3;77.1
09.09.2024;14:02:50;11.2;76.6
09.09.2024;14:02:55;11.3;76.6
09.09.2024;14:03:00;11.2;76.4
09.09.2024;14:03:05;11.2;76.1
09.09.2024;14:03:10;11.2;76.0
09.09.2024;14:03:15;11.2;75.8
09.09.2024;14:03:20;11.2;75.5
09.09.2024;14:03:25;11.2;75.3
09.09.2024;14:03:30;11.2;74.9
09.09.2024;14:03:35;11.2;74.7
09.09.2024;14:03:40;11.2;74.4
09.09.2024;14:03:45;11.2;74.1
09.09.2024;14:03:50;11.2;73.8
09.09.2024;14:03:55;11.2;73.7
09.09.2024;14:04:00;11.2;73.5
09.09.2024;14:04:05;11.2;73.3
09.09.2024;14:04:10;11.1;72.9
09.09.2024;14:04:15;11.1;72.7
09.09.2024;14:04:20;11.1;72.5
